word,x,y,node_id
人道,-0.23225453813658534,-0.5395024966186498,0
東西,0.027444883685918776,-0.12222662759404769,1
新詩,-0.08147229252125619,-0.12971433916996133,2
作家,0.3384221138420473,-0.11764483447267886,3
風格,0.11631231870480754,-0.03381402149868555,4
木偶,0.023648413097134766,-0.2651989017994087,5
母親,0.01259227996770388,0.14781924014414816,6
世界,-0.28431870411833926,-0.18767701766965458,7
太平,0.28114302974881183,-0.23351545244724367,8
克利斯,-0.12675197165934732,-0.015971784930154703,9
文藝,-0.18913844992433104,-0.11777945278318148,10
人類,-0.3017990973070647,0.09606744579576752,11
阿端,0.5953311786159685,0.6554832929313905,12
時間,-0.8696401795722211,0.45969166489528757,13
生命,0.9127541038919922,0.4127212140545911,14
老太婆,0.33247150082807014,-0.6112402555143488,15
着重,-0.7241188599846394,0.565619901040329,16
馬來亞,0.7603855337483879,0.6346553253837081,17
主義者,-0.4918688269412303,-0.91044797673003,18
目標,-0.8015734224405158,-0.4366493592104946,19
個性,-0.0066104460259446265,-0.928046530251882,20
燦爛,-0.9077037762093394,0.16028800166006826,21
阿順,0.6947229341433173,-0.5928958687177929,22
聲音,-0.7309387914710945,0.39019045311236045,23
音樂,0.8828291133752507,0.3143116625871641,24
中國,0.9499377906872757,-0.057260194441119044,25
下午,-0.901985172278267,0.3193228860085122,26
革命,0.8481006468334931,0.012213238508064998,27
文學,0.840721467823606,-0.5351029301312881,28
天才,-0.9194108826870844,-0.3999211808610939,29
太陽,-0.4994174823363343,0.7404257332507039,30
內容,0.5993664150347707,0.7983800981765206,31
理性,0.2858400713909362,-0.8944830688210789,32
生活,-0.9650594806926681,-0.1980572812674685,33
一家,0.08853141469838705,0.8303162985450688,34
寫實主義,-0.13917722617890624,0.8221911690981225,35
人生,-0.8579303601718876,-0.10189331009242387,36
眼睛,-0.7233146663795074,-0.6106476360730881,37
四週,0.6578030748626137,0.472796625067479,38
日子,0.909072358730689,0.1614886278847214,39
兒子,-0.5601718191421727,-0.6764912890525066,40
形式,-0.335554845276271,0.8673501187376262,41
蘿蕾蒂,0.16283066289143136,0.9336140886984258,42
小說,0.48605901980368066,-0.9148514869055728,43
孩子,0.128675320804034,-0.9999999999999999,44
愛,0.871591486414793,-0.3890966785532098,45
房子,0.44835209222268296,0.845350448208523,46
一種,-0.5740095295603026,0.6275204708350055,47
平仄,0.682845542486005,-0.7564433519370015,48
父親,-0.19446688292014844,-0.994716757464296,49
文化,-0.9636683697945782,0.019681926771089292,50
文學史,-0.31710176830204334,-0.9010259126006472,51
十九世紀,0.2949425612342957,0.8655872374029238,52
地方,0.9528086283076076,-0.19754280388372175,53
作品,-0.395285922293459,0.7784264733608371,54
鏗鏘,-0.09079219355017178,0.9383451593342966,55
