word,x,y,node_id
人本主義,-0.35107095985170134,0.12292837247183916,0
無比,-0.10169928721552943,-0.07491038330892981,1
農村,-0.23900673647505305,0.16620224162346064,2
熱愛,0.3090076495662728,-0.03727811058040433,3
幸福,-0.2495056029997109,-0.29111039657462334,4
一堆,-0.17310976610945933,0.23069641057621182,5
經驗,-0.18983916012995056,-0.18667886386537055,6
飛翔,-0.1338442376137811,-0.003451086984301826,7
一篇,-0.37560380144749544,-0.16819724355045598,8
存心,-0.2884428645668229,-0.024478946426694112,9
有如,-0.11616665053351953,0.13784708709961546,10
結實,0.02978347318353298,-0.27083666482434954,11
成功,-0.6317899554426318,0.12468252573429167,12
任務,-0.4922226554327735,0.19379291761150846,13
華校,-0.12296299714555314,-0.6051113681143173,14
合法,-0.06358557183894685,0.434879994492587,15
絲毫,-0.4427307274159051,0.41768509536535886,16
紅色,0.11873020473364618,0.2924345719702977,17
人類,0.15136840782836816,-0.12084670200433802,18
製成,-0.47666828092339586,-0.23996199558159007,19
深處,0.191449364640454,0.16194374397563382,20
友誼,0.18744655111925818,0.6007616143577335,21
野菊,1.0,0.00967004898433305,22
拼命,-0.5009283071688108,-0.6079842360361926,23
由此可見,0.6050140897932379,-0.7786800828562201,24
全力,0.9488147193526951,-0.3668868004782073,25
之餘,0.8549605825968832,0.5147699807038233,26
三寶,0.2236565832271213,0.8583855670744172,27
懲罰,0.01911051072675967,0.7894455430214982,28
為了,0.7774314491307356,-0.5510146284495526,29
命運,-0.467596023587925,-0.728698205427064,30
