word,x,y,node_id
人本,0.04762726814558771,0.3231611642267863,0
東西,0.1888011422385486,-0.05628609698239283,1
新詩,-0.020248397411284626,0.12935515081677626,2
作家,0.16916751392519006,-0.28072491304104524,3
風格,0.30556730187801556,0.032220656636754934,4
木偶,0.10566003929171658,-0.12896363189623428,5
母親,-0.321040131399859,-0.04442190900295519,6
世界,0.2880850901199834,0.13992673249908444,7
太平,-0.2635445786073605,0.03849438635477993,8
克利斯,-0.20802355092904307,0.003807205978058635,9
文藝,-0.03543006009804638,-0.23032278419163407,10
人類,0.41748000632697757,-0.10726084827316469,11
阿端,0.6148085710582122,0.7548181705779522,12
時間,0.05277939073970874,-0.9538992787779618,13
生命,0.7923631650810604,-0.22980744668369918,14
老太婆,-0.2938538869309188,-0.6379708347735616,15
着重,-0.7664878053263924,0.6188187137751477,16
馬來亞,-0.8082116691538125,-0.42599678427950727,17
主義者,-0.10551133384339678,-0.8691061527884251,18
目標,-0.1251411142288834,0.8756766016644708,19
個性,0.3186993760748811,0.7813376046707355,20
燦爛,0.8066448338998948,-0.6521830527359428,21
阿順,0.7406097663686938,0.6396499929370902,22
聲音,-0.9365100333762596,0.18001003021051198,23
音樂,0.767972735607643,-0.44965176978359833,24
中國,-0.48294619071610817,-0.6289279988175344,25
下午,0.7575195358831519,0.1882703904722232,26
革命,-0.7962082783066424,-0.21799408265356623,27
文學,0.5241367839696629,-0.7495410176434415,28
天才,0.8764955771140864,0.00023201371204908147,29
太陽,0.59522542854263,-0.6031817447641724,30
內容,1.0,0.1386813993760871,31
理性,0.5662563758594,0.6479819106893472,32
生活,0.7878568769486071,0.407791167631357,33
一家,0.46190139594218876,0.8221270221221811,34
寫實主義,-0.2315301952816529,0.9560647627562218,35
人生,0.007100208391049751,0.9736106541567286,36
眼睛,-0.7611109049404816,-0.5678592218632313,37
四週,-0.3837337707261723,0.8933180822532095,38
日子,0.3957610316466741,-0.7762267377109645,39
兒子,-0.9013220933091518,-0.32789945755683825,40
形式,-0.30224953138287547,-0.8468166658294692,41
蘿蕾蒂,-0.9565628252544867,-0.09399302250002345,42
小說,0.30916379946324035,-0.9171423659500133,43
孩子,0.15723730486594348,-0.917478971681374,44
愛,-0.6492719641066255,-0.6983476730690866,45
房子,0.9157746530493306,-0.44366954170343337,46
一種,-0.9370423593892213,0.0422504948515013,47
平仄,0.17274261708927477,0.9709411288876391,48
父親,-0.6492025244792758,0.5994638775480452,49
文化,-0.8649996508757396,0.4287354904300781,50
文學史,-0.6472428637649578,0.7492168990064132,51
十九世紀,-0.24568670854410396,-0.9463359017321373,52
地方,-0.4973175356924732,0.8128163573165169,53
作品,0.9336327125543074,0.36447355805900095,54
鏗鏘,-0.8866405440004353,0.28875828706865986,55
