word,x,y,node_id
人道主義,-0.12915421326513818,-0.2556736683315159,0
還有,-0.3863908562019399,-0.1082323999040479,1
地方,-0.3377959634089025,0.043128046446858546,2
一條,-0.03165427612035548,0.014924243715785263,3
好像,-0.08696311753002615,0.17546681476487289,4
一陣,0.19368771333311255,-0.05903079590248544,5
一般,-0.6307067785570942,0.08246027539218817,6
一隻,0.2942112091101259,0.014747894553169088,7
似的,0.11260071579262225,0.11857332616684824,8
先生,-0.19102579415765905,-0.11866989856204915,9
眼睛,0.263235517393777,-0.23168351289327238,10
人們,-0.2474669456358149,-0.3723228980376707,11
只是,-0.2748549222511682,0.49555157331193017,12
有些,-0.8493717378626414,-0.2253765447115427,13
後來,-0.40993479726384974,0.21745541362572013,14
一位,0.6650207555611638,-0.018076772033044832,15
朋友,0.13787295169142863,0.5394892324775715,16
老,0.45039261359064253,0.4908989628366705,17
坐在,0.18295396917274365,-0.7129433546638373,18
死,0.9532135390392951,0.11614502864659727,19
因爲,-0.8071115899878892,0.6181444839272593,20
就是,-1.0,0.5307033609978647,21
時候,-0.2647922804845484,0.9658268557203481,22
一切,0.4763431717389585,-0.9059215282371131,23
大家,0.8465713374290388,-0.3728621846156986,24
一樣,-0.42485874382789823,-0.7988918026179539,25
時間,0.7525373448250553,-0.7753460528290175,26
一天,0.7434411778769632,0.531515900755564,27
