word,x,y,node_id
人,-0.15453021877952744,0.43998747683829603,0
新詩,0.30691601582073297,0.1167814327094111,1
東西,-0.1840534738546946,0.3099289131202757,2
作家,0.0006075505080111516,-0.18027764576530322,3
風格,0.04794861846948912,0.30194671043214727,4
世界,-0.07182412189397133,0.11214057923300622,5
太平,0.2622945334734879,-0.02677653076920057,6
木偶,0.2728113468205449,0.44805898466163724,7
克利斯,-0.03636985672907482,0.5360903373203484,8
精神,0.23540895833226347,-0.19211482271200933,9
人生,-0.37760163788257634,-0.20231906743968378,10
人類,0.17663912428503253,-0.28552818595663615,11
馬來亞,0.21229346263185297,0.9445710189318494,12
目標,0.9908914478580056,-0.0577630007198576,13
燦爛,-0.9256790167694089,0.16898104132882566,14
個性,0.9275125544018689,-0.3811336955122784,15
主義者,0.6858333667434381,0.6344142592740952,16
酒鬼,-0.7146045703233139,0.5088863429478228,17
十條,0.7744358023709554,-0.6863896001801811,18
雜誌,0.30405203293905936,-0.9523259892254934,19
阿端,-0.9082041940837846,-0.37243400727844306,20
時間,-0.487826568388179,0.4240295342535508,21
文藝,-0.4727381084737974,0.6200323735460052,22
着重,-0.9614739336354372,-0.20842025539155776,23
生命,-0.874561990015359,0.008704058756702103,24
一家,-0.2514582499948341,0.9356290584669873,25
老太婆,-0.1072010533251155,0.958716935165143,26
房子,0.9085082008231952,0.31676110491262227,27
中國,0.6553710091220801,-0.7471377063796015,28
音樂,-0.2836754311013007,-0.9562433507956868,29
下午,0.82738360788986,-0.25483056715545666,30
寫實主義,-0.18698029484270384,-0.8086087767987375,31
司機,0.4302085091747719,-0.8081042335907258,32
太陽,1.0,0.12259858163301744,33
內容,0.08508988480589268,0.9472804360481414,34
晚上,-0.48879295501505104,-0.8933600025246352,35
事物,-0.8503417889561753,0.4335986086766925,36
理性,0.7741020366467394,0.6481043460370507,37
革命,-0.7359710499712844,0.749774481079915,38
生活,-0.5505057636153354,0.788882717032907,39
日子,0.3514843373110096,0.9117709926115253,40
兒子,-0.38973149109399907,-0.8435133677872984,41
小說,0.048152489248524874,-0.9831839644009005,42
愛,0.13167845822716676,-0.8987905999886063,43
蘿蕾蒂,0.4981637090270136,0.8084174824512387,44
時代,-0.3991347450831299,0.9006456923232992,45
歌聲,0.7478900489308281,-0.5371557195312564,46
一團,-0.624935865050628,-0.6629594382607578,47
孩子,0.6263684414359195,0.7645020240394018,48
文化,-0.7904975844701251,-0.24844689149350122,49
文學史,-0.9867679741926784,-0.017150085700636024,50
瘋狂,0.9279599795212429,0.4714786883571727,51
十九世紀,0.8034214032093449,0.49133326093105445,52
清明,-0.7323864579575081,-0.693449388957688,53
忽然,-0.8468498217688644,-0.5843675074526542,54
詩篇,0.30966727796490917,-0.7333912258150306,55
含羞草,-0.9577530181607213,0.27862563173175353,56
藝術,0.9517919160992154,-0.2310763120173274,57
事情,0.8293373075061756,0.1347296530116799,58
天才,-0.6205727527882352,-0.8041957855692937,59
夜風,-0.13119944338181821,-0.9859550326931378,60
